ProductName,Seller,UsageType,Region,CostUSD
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,europe-west6,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-southeast2,0
GCP Bitnami HashiCorp Consul Certified by Bitnami,Bitnami,D139-03E2-CF84:Bitnami,europe-west4,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS High Availability (BYOL),Check Point Software Technologies,619B-BB0A-A6CD:CheckPointSoftwareTechnologies,europe-west3,0
GCP Bitnami WordPress Certified by Bitnami and Automattic,Bitnami,4B39-11CA-18B7:Bitnami,us-central1,0
GCP velospublic velostrata,Velostrata,C815-CC1F-C810:Velostrata,europe-west4,0
GCP Bitnami JFrog Artifactory Open Source Certified by Bitnami,Bitnami,C7B0-DC3A-B14B:Bitnami,europe-west2,0
GCP Bitnami WordPress Certified by Bitnami and Automattic,Bitnami,4B39-11CA-18B7:Bitnami,europe-west4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,us-east1,0
GCP Bitnami Re:dash Certified by Bitnami,Bitnami,298B-1C7D-CC82:Bitnami,europe-west3,0
GCP velospublic velostrata,Velostrata,C815-CC1F-C810:Velostrata,asia-south1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,europe-west3,0
GCP Bitnami Discourse Certified by Bitnami,Bitnami,F6F0-923B-EB5B:Bitnami,europe-west4,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,us-east1,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,southamerica-east1,0
GCP Bitnami WordPress with NGINX and SSL Certified by Bitnami and Automattic,Bitnami,E5C5-3F68-46BB:Bitnami,europe-west4,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,australia-southeast2,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,southamerica-east1,0
GCP IBM Security QRadar Security Intelligence Platform Managed Host v7.3.2 P1,IBM Security,8AFE-C612-249B:IBMSecurity,europe-west4,0
GCP JFrog Cloud Pro X,JFrog,45BA-E7E1-CEE6:JFrog,(not set),0
GCP velospublic velostrata,Velostrata,C815-CC1F-C810:Velostrata,europe-west3,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west2,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,us-east4,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,us-west1,0
GCP Bitnami CouchDB Certified by Bitnami,Bitnami,4B6B-81A1-C022:Bitnami,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,us-east1,0
GCP Veeam Software Veeam Backup for Google Cloud Platform,Veeam Software,C4C6-94B5-C02F:VeeamSoftware,us-east4,0
GCP Reblaze Technologies Reblaze (BYOL),Reblaze,02D0-8CE5-9C6A:Reblaze,us-central1,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,us-west1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,europe-southwest1,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,asia-southeast1,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,us-east1,0
GCP Cisco Systems Cisco ASA virtual firewall (ASAv),Cisco Systems,EC1B-5004-C4E9:CiscoSystems,us-central1,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,asia-northeast2,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,asia-south1,0
GCP Bitnami Matomo Certified by Bitnami,Bitnami,F905-7A44-9D2E:Bitnami,europe-west4,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,australia-southeast1,0
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,us-east1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-east2,0
GCP Bitnami WordPress Multi-Tier Certified by Bitnami and Automattic,Bitnami,4943-101C-1783:Bitnami,europe-west4,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,europe-west4,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,asia-northeast1,0
GCP Cisco Systems Catalyst 8000V Edge Software - BYOL,Cisco Systems,A9DC-33F2-5A4E:CiscoSystems,europe-west2,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,northamerica-northeast2,0
GCP Bitnami WordPress Multisite Certified by Bitnami and Automattic  ,Bitnami,B0EA-8845-1DC8:Bitnami,europe-west4,0
GCP Bitnami WildFly Certified by Bitnami,Bitnami,50F1-3D10-122E:Bitnami,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,us-south1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,asia-southeast1,0
GCP Dataiku,Dataiku,FCE6-33C6-B264:Dataiku,europe-west3,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,northamerica-northeast1,0
GCP BlueCat Networks BlueCat DNS for Google Cloud Platform,BlueCat Networks,6E6E-8792-B037:BlueCatNetworks,us-central1,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west8,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,asia-southeast1,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,asia-northeast1,0
GCP Bitnami MyBB Certified by Bitnami,Bitnami,3329-EEC0-3186:Bitnami,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-southeast1,0
GCP Bitnami Joomla! Certified by Bitnami,Bitnami,74B6-BEC9-7AFF:Bitnami,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,northamerica-northeast2,0
GCP Bitnami Redis High Availability,Bitnami,42A2-2D4B-B23A:Bitnami,europe-west4,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,northamerica-northeast2,0
GCP Bitnami JRuby Certified by Bitnami,Bitnami,CAD6-71BA-4293:Bitnami,europe-west4,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,asia-northeast2,0
GCP Fortinet Inc. Fortinet FortiADC-VM Application Delivery Controller BYOL,Fortinet Inc.,5587-2CB1-04E2:FortinetInc,us-west1,0
GCP Bitnami Odoo Certified by Bitnami,Bitnami,E85E-7D97-4EB6:Bitnami,europe-west4,0
GCP Bitnami Openfire Certified by Bitnami,Bitnami,D31A-F6AC-02BE:Bitnami,europe-west4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,europe-west2,0
GCP Bitnami SEO Panel Certified by Bitnami,Bitnami,95E6-5526-B7C8:Bitnami,europe-west4,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,us-west2,0
GCP Bitnami RabbitMQ Certified by Bitnami,Bitnami,B156-EB7D-EC4D:Bitnami,europe-west4,0
GCP Bitnami Elasticsearch Certified by Bitnami,Bitnami,0D49-2230-0EA5:Bitnami,us-central1,0
"GCP NetApp, Inc. Cloud Manager for Cloud Volumes ONTAP",netapp-cloudmanager,2ab72b50-cca9-4d6a-ac48-a3e16b9b2203,ha pair,0
GCP Bitnami Mattermost Team Edition Certified by Bitnami,Bitnami,97BC-0EDC-07FB:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-southwest1,0
GCP Bitnami Osclass Certified by Bitnami,Bitnami,A83D-7BF2-5747:Bitnami,europe-west4,0
GCP Bitnami Simple Machines Forum Certified by Bitnami,Bitnami,65E2-E4A2-D596:Bitnami,europe-west4,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,us-west2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-northeast3,0
GCP Bitnami etcd Certified by Bitnami,Bitnami,8FBD-4443-27CF:Bitnami,europe-west4,0
GCP Bitnami LAPP Certified by Bitnami,Bitnami,05B8-6D67-7FC5:Bitnami,europe-west4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,us-central1,0
GCP Bitnami Kafka Certified by Bitnami,Bitnami,A209-B7E1-04C3:Bitnami,europe-west4,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,asia-northeast3,0
GCP Bitnami ERPNext Certified by Bitnami,Bitnami,E59E-78D1-AADB:Bitnami,europe-west4,0
GCP BlueCat Networks BlueCat DNS Edge Proxy Service,BlueCat Networks,3E78-1CB6-F878:BlueCatNetworks,us-central1,0
GCP H2O.ai Driverless AI (BYOL),H2O.ai,BB1D-6308-D712:H2Oai,europe-west4,0
GCP Google Cloud Dataprep by Trifacta,Trifacta,F69D-74F2-D663:Trifacta,(not set),0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,asia-east2,0
GCP Bitnami LAMP Certified by Bitnami,Bitnami,409F-88CE-D3A3:Bitnami,us-east1,0
GCP Bitnami LAMP Certified by Bitnami,Bitnami,409F-88CE-D3A3:Bitnami,europe-west4,0
GCP Bitnami Redmine Certified by Bitnami,Bitnami,9EA4-4FDC-9D3B:Bitnami,europe-west4,0
GCP Bitnami concrete5 Certified by Bitnami,Bitnami,5555-F0AC-3A91:Bitnami,europe-west4,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,us-east4,0
GCP Bitnami Ruby Certified by Bitnami,Bitnami,C485-4A71-5DD7:Bitnami,europe-west4,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,europe-west2,0
GCP Bitnami Cassandra Cluster,Bitnami,AD20-1A43-FE42:Bitnami,europe-west4,0
"GCP Kaminario, inc. Silk Cloud Data Platform","Kaminario, inc.",5F9B-A80D-76C2:Kaminarioinc,northamerica-northeast1,0
GCP Bitnami MariaDB with Replication,Bitnami,61A8-7456-E42E:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,asia-south2,0
GCP Bitnami MODX Certified by Bitnami,Bitnami,542C-EC83-A8D5:Bitnami,europe-west4,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,europe-west6,0
GCP Bitnami Subversion Certified by Bitnami,Bitnami,6A7F-89B5-C283:Bitnami,europe-west4,0
GCP Bitnami Publify Certified by Bitnami,Bitnami,4D64-0125-0563:Bitnami,europe-west4,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,asia-northeast3,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,europe-west4,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,migration-credit-20-1640299006916r,asia-southeast2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,europe-west6,0
"GCP Citrix Systems, Inc. ADM Service Agent","Citrix Systems, Inc.",C960-8E89-59C8:CitrixSystemsInc,us-central1,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,asia-southeast1,0
"GCP Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,C8B6-4F21-93F5:Qualys,us-west1,0
GCP Bitnami RabbitMQ Certified by Bitnami,Bitnami,B156-EB7D-EC4D:Bitnami,us-central1,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,europe-west2,0
GCP Compute Engine,Fedora CoreOS,154C-0C33-4E1F:FedoraCoreOS,us-east1,0
GCP Cisco Systems Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Systems,ABF5-4850-C1AD:CiscoSystems,us-west2,0
GCP Arista Networks Inc. cloudeos-router-byol,Arista Networks Inc.,3976-73F9-EEDD:AristaNetworksInc,northamerica-northeast2,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,asia-south1,0
GCP Dell EMC PowerProtect Data Manager and PowerProtect DD Virtual Edition,Dell EMC,87A3-8BED-042D:DellEMC,us-east4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,northamerica-northeast1,0
GCP Cisco Systems Cisco Cloud Services Router 1000V - 16.12 - BYOL,Cisco Systems,F448-4623-B0A8:CiscoSystems,us-east4,0
GCP Bitnami NGINX Open Source Certified by Bitnami,Bitnami,5A76-3A2E-6A8F:Bitnami,europe-west4,0
GCP Bitnami Django Certified by Bitnami,Bitnami,D3DA-0673-3035:Bitnami,europe-west4,0
GCP VMware Inc. vmware-sdwan,VMware Inc.,51D1-9DD0-D722:VMwareInc,us-east4,0
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,765A-0BB7-0BEA:FortinetInc,us-east4,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,southamerica-east1,0
GCP Aviatrix Secured Networking Platform - BYOL,Aviatrix,693B-AFA9-4B7B:Aviatrix,europe-west2,0
GCP Bitnami Ghost Certified by Bitnami,Bitnami,7C17-45E8-9259:Bitnami,europe-west4,0
GCP Bitnami MySQL Certified by Bitnami,Bitnami,925E-EEB8-F6F2:Bitnami,europe-west4,0
GCP Compute Engine,AlmaLinux,26D8-A7E1-D42A:AlmaLinux,europe-west2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,me-west1,0
GCP Bitnami Kafka Cluster,Bitnami,2CB9-D143-9C27:Bitnami,us-east1,0
GCP Bitnami Apache Guacamole Certified by Bitnami,Bitnami,761C-6624-BADE:Bitnami,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL)",Palo Alto Networks,B296-E95A-3E11:PaloAltoNetworks,europe-west1,0
GCP Google Cloud Dataprep by Trifacta,Trifacta,8CFC-9DA2-CAAF:Trifacta,(not set),0
GCP Bitnami Elasticsearch Certified by Bitnami,Bitnami,0D49-2230-0EA5:Bitnami,us-west1,0
GCP Bitnami Tiny Tiny RSS Certified by Bitnami,Bitnami,9CE2-D200-476C:Bitnami,europe-west4,0
GCP Bitnami Cassandra Certified by Bitnami,Bitnami,F858-D303-2AD6:Bitnami,europe-west4,0
GCP Bitnami Pimcore Certified by Bitnami,Bitnami,78F9-6E5E-4D29:Bitnami,europe-west4,0
GCP Cisco Systems Cisco Cloud Services Router 1000V (CSR 1000V),"Cisco Systems, Inc.",6367-1620-9526:CiscoSystemsInc,australia-southeast1,0
GCP Cisco Systems Cisco Firepower Management Center (FMCv) BYOL,Cisco Systems,F3BF-BD5E-42A9:CiscoSystems,us-east4,0
"GCP Citrix Systems, Inc. Citrix ADC VPX - Customer Licensed",Citrix,EBA2-0D4A-38FD:Citrix,asia-southeast1,0
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,B719-0D39-2D51:FortinetInc,europe-west2,0
GCP Bitnami EspoCRM Certified by Bitnami,Bitnami,E190-05EC-C386:Bitnami,europe-west4,0
GCP Bitnami Neos Certified by Bitnami,Bitnami,E1B8-0A05-2772:Bitnami,europe-west4,0
GCP Cisco Systems Cisco Firepower Management Center (FMCv) BYOL,Cisco Systems,F3BF-BD5E-42A9:CiscoSystems,us-central1,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,us-east1,0
GCP Bitnami WordPress Certified by Bitnami and Automattic,Bitnami,4B39-11CA-18B7:Bitnami,us-west2,0
GCP Check Point Software Technologies Check Point CloudGuard IaaS Firewall & Threat Prevention (BYOL),Check Point Software Technologies,E47E-819C-FE27:CheckPointSoftwareTechnologies,us-central1,0
GCP Bitnami ResourceSpace Certified by Bitnami,Bitnami,1630-A677-F1C4:Bitnami,europe-west4,0
GCP Bitnami Drupal Certified by Bitnami,Bitnami,0D3A-A806-E647:Bitnami,europe-west4,0
GCP Bitnami TYPO3 Certified by Bitnami,Bitnami,FBFB-CC95-5CAC:Bitnami,europe-west4,0
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (BYOL and ELA)","Palo Alto Networks, Inc.",CBB3-CE08-DA2F:PaloAltoNetworksInc,asia-south2,0
GCP Bitnami Mantis Certified by Bitnami,Bitnami,29ED-D366-CB9F:Bitnami,europe-west4,0
"GCP Citrix Systems, Inc. Citrix ADC VPX - Customer Licensed",Citrix,EBA2-0D4A-38FD:Citrix,us-central1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,me-central1,0
GCP Bitnami Alfresco Community Certified by Bitnami,Bitnami,6F57-52DF-E693:Bitnami,europe-west4,0
GCP Bitnami RabbitMQ Cluster,Bitnami,8454-0C4B-740D:Bitnami,europe-west4,0
GCP Bitnami Weblate Certified by Bitnami,Bitnami,25D5-647D-7909:Bitnami,europe-west4,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,us-west1,0
GCP OpenVPN Inc. OpenVPN Access Server,OpenVPN Inc.,88B2-8C92-0469:OpenVPNInc,europe-west3,0
GCP Bitnami PostgreSQL Certified by Bitnami,Bitnami,E3B4-437F-F2F7:Bitnami,europe-west4,0
GCP Flowmon Networks Flowmon for Google Cloud,Flowmon Networks,1892-E3C4-E242:FlowmonNetworks,asia-south1,0
GCP Bitnami Kafka Cluster,Bitnami,2CB9-D143-9C27:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-east5,0
GCP Bitnami TensorFlow Serving Certified by Bitnami,Bitnami,BF43-7F4F-9FC6:Bitnami,europe-west4,0
GCP Bitnami phpList Certified by Bitnami,Bitnami,5E5A-5910-EDEF:Bitnami,europe-west4,0
GCP Bitnami ActiveMQ Certified by Bitnami,Bitnami,3EEE-F0C3-DF8E:Bitnami,europe-west4,0
GCP Bitnami MediaWiki Certified by Bitnami,Bitnami,7715-94B9-AD5B:Bitnami,europe-west4,0
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,B426-7150-E353:Fortigcpproject001,asia-south1,0
GCP Bitnami MySQL with Replication,Bitnami,18E5-3D2F-5338:Bitnami,europe-west4,0
GCP Bitnami Kong Certified by Bitnami,Bitnami,A11F-AFC3-0493:Bitnami,europe-west4,0
GCP Bitnami PostgreSQL with Replication,Bitnami,9CA7-3BC4-CAAF:Bitnami,europe-west4,0
GCP Bitnami Neo4j Certified by Bitnami,Bitnami,7E1B-4AF7-870F:Bitnami,europe-west4,0
GCP Bitnami OpenCart Certified by Bitnami,Bitnami,F630-E859-3EC6:Bitnami,europe-west4,0
GCP Bitnami AbanteCart Certified by Bitnami,Bitnami,87B0-F49B-4B85:Bitnami,europe-west4,0
GCP Bitnami Memcached Multiple Instances,Bitnami,E9F2-947A-DB6F:Bitnami,europe-west4,0
GCP Bitnami Live Helper Chat Certified by Bitnami,Bitnami,A888-28E7-FAC1:Bitnami,europe-west4,0
GCP velospublic velostrata,Velostrata,C815-CC1F-C810:Velostrata,us-east4,0
GCP Bitnami Moodle Certified by Bitnami,Bitnami,93D1-6499-33DC:Bitnami,europe-west4,0
GCP Bitnami Dolibarr Certified by Bitnami,Bitnami,7DE0-1269-7B45:Bitnami,europe-west4,0
GCP Bitnami PrestaShop Certified by Bitnami,Bitnami,1AC1-B761-07F5:Bitnami,europe-west4,0
GCP Bitnami Memcached Certified by Bitnami,Bitnami,FAB2-BF04-2BDD:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-20-1640299006916r,asia-northeast1,0
GCP Bitnami Redis Certified by Bitnami,Bitnami,CF24-0E96-846C:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,us-west3,0
GCP Bitnami Apache Solr Certified by Bitnami,Bitnami,1957-9943-8C9A:Bitnami,europe-west4,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-20-1640299006916r,asia-southeast1,0
GCP Compute Engine,Debian,6969-D00C-298F:Debian,me-central2,0
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,C054-AD83-7C30:FortinetInc,southamerica-east1,0
"GCP NetApp, Inc. Cloud Manager for Cloud Volumes ONTAP",netapp-cloudmanager,2ab72b50-cca9-4d6a-ac48-a3e16b9b2203,(not set),0
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,europe-north1,-0.000001
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,migration-credit-21-1640299006916r,europe-west2,-0.000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,europe-west8,-0.000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-20-1640299006916r,europe-west4,-0.000001
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,asia-south2,-0.000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-20-1640299006916r,us-east1,-0.000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,us-west1,-0.000001
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,migration-credit-21-1640299006916r,us-west1,-0.000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-20-1640299006916r,asia-southeast2,-0.000001
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,asia-southeast2,-0.000001
GCP Compute Engine,Debian,migration-credit-20-1640299006916r,asia-south2,-0.000001
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,us-west2,-0.000001
GCP Compute Engine,Debian,migration-credit-20-1640299006916r,us-central1,-0.0000010000000000000002
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,migration-credit-20-1640299006916r,europe-west1,-0.0000010000000000000023
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,us-central1,-0.000002
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,europe-west3,-0.000002
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,us-central1,-0.000002
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,europe-west4,-0.000002
GCP Fortinet Inc. FortiAnalyzer Centralized Logging/Reporting,Fortinet Inc.,migration-credit-21-1640299006916r,europe-west4,-0.000002
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,migration-credit-21-1640299006916r,us-central1,-0.000002
GCP Compute Engine,Debian,migration-credit-21-1640299006916r,europe-west1,-0.000003
GCP Compute Engine,Debian,Discount on Total Spend,europe-north1,-0.000003000000000000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (BYOL),Fortinet Inc.,migration-credit-21-1640299006916r,us-east1,-0.0000049999999999999996
GCP Compute Engine,Debian,Other Discount on Total Spend,us-central1,-0.000005999999999999999
GCP Fortinet Inc. FortiManager Centralized Security Management,Fortinet Inc.,migration-credit-20-1640299006916r,us-central1,-0.000008000000000000001
GCP Fortinet Inc. Fortinet FortiWeb Web Application Firewall WAF VM,fortigcp-project-001,migration-credit-21-1640299006916r,asia-east1,-0.000013
GCP Compute Engine,Debian,Discount on Total Spend,europe-west2,-0.000016
GCP Compute Engine,Debian,Discount on Total Spend,us-central1,-0.00010999999999999999
GCP Compute Engine,Canonical,migration-credit-20-1640299006916r,europe-west1,-0.068493
GCP Compute Engine,Canonical,migration-credit-20-1640299006916r,us-west1,-0.13699099999999997
GCP CIS (Center for Internet Security) CIS Microsoft Windows Server 2012 R2 Benchmark - Level 2,CIS Center for Internet Security,migration-credit-8-1641310458578r,us-central1,-0.14003100000000002
GCP CIS (Center for Internet Security) CIS Microsoft Windows Server 2016 Benchmark - Level 2,CIS (Center for Internet Security),migration-credit-8-1641310458578r,us-central1,-0.14003100000000004
GCP Compute Engine,Canonical,migration-credit-21-1640299006916r,europe-west1,-0.168108
GCP Compute Engine,Canonical,migration-credit-20-1640299006916r,asia-east1,-0.221751
GCP Compute Engine,Canonical,migration-credit-21-1640299006916r,us-west1,-0.33621200000000007
GCP CIS (Center for Internet Security) CIS Microsoft Windows Server 2019 Benchmark - Level 1,CIS (Center for Internet Security),migration-credit-9-1641310458578r,us-central1,-0.33999099999999993
GCP CIS (Center for Internet Security) CIS Microsoft Windows Server 2012 R2 Benchmark - Level 2,CIS Center for Internet Security,migration-credit-9-1641310458578r,us-central1,-0.339991
GCP CIS (Center for Internet Security) CIS Microsoft Windows Server 2016 Benchmark - Level 2,CIS (Center for Internet Security),migration-credit-9-1641310458578r,us-central1,-0.33999100000000004
GCP Cloud Infrastructure Services Ansible Control Node Server on CentOS Server 8.4,Cloud Infrastructure Services,migration-credit-8-1641310458578r,us-central1,-0.35008399999999984
GCP Compute Engine,Canonical,migration-credit-21-1640299006916r,asia-east1,-0.544242
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (Bundle2)","Palo Alto Networks, Inc.",migration-credit-8-1641310458578r,us-central1,-0.5704
GCP Cloud Infrastructure Services Ansible Control Node Server on CentOS Server 8.4,Cloud Infrastructure Services,migration-credit-9-1641310458578r,us-central1,-0.8499909999999999
